"title","tag"
"Add-VSEMRInstanceGroupConfigAutoScalingPolicy","resource-property-types"
"Add-VSEMRInstanceGroupConfigCloudWatchAlarmDefinition","resource-property-types"
"Add-VSEMRInstanceGroupConfigConfiguration","resource-property-types"
"Add-VSEMRInstanceGroupConfigEbsBlockDeviceConfig","resource-property-types"
"Add-VSEMRInstanceGroupConfigEbsConfiguration","resource-property-types"
"Add-VSEMRInstanceGroupConfigMetricDimension","resource-property-types"
"Add-VSEMRInstanceGroupConfigScalingAction","resource-property-types"
"Add-VSEMRInstanceGroupConfigScalingConstraints","resource-property-types"
"Add-VSEMRInstanceGroupConfigScalingRule","resource-property-types"
"Add-VSEMRInstanceGroupConfigScalingTrigger","resource-property-types"
"Add-VSEMRInstanceGroupConfigSimpleScalingPolicyConfiguration","resource-property-types"
"Add-VSEMRInstanceGroupConfigVolumeSpecification","resource-property-types"
"Add-VSEMRServerlessApplicationAutoStartConfiguration","resource-property-types"
"Add-VSEMRServerlessApplicationAutoStopConfiguration","resource-property-types"
"Add-VSEMRServerlessApplicationCloudWatchLoggingConfiguration","resource-property-types"
"Add-VSEMRServerlessApplicationConfigurationObject","resource-property-types"
"Add-VSEMRServerlessApplicationIdentityCenterConfiguration","resource-property-types"
"Add-VSEMRServerlessApplicationImageConfigurationInput","resource-property-types"
"Add-VSEMRServerlessApplicationInitialCapacityConfig","resource-property-types"
"Add-VSEMRServerlessApplicationInitialCapacityConfigKeyValuePair","resource-property-types"
"Add-VSEMRServerlessApplicationInteractiveConfiguration","resource-property-types"
"Add-VSEMRServerlessApplicationLogTypeMapKeyValuePair","resource-property-types"
"Add-VSEMRServerlessApplicationManagedPersistenceMonitoringConfiguration","resource-property-types"
"Add-VSEMRServerlessApplicationMaximumAllowedResources","resource-property-types"
"Add-VSEMRServerlessApplicationMonitoringConfiguration","resource-property-types"
"Add-VSEMRServerlessApplicationNetworkConfiguration","resource-property-types"
"Add-VSEMRServerlessApplicationPrometheusMonitoringConfiguration","resource-property-types"
"Add-VSEMRServerlessApplicationS3MonitoringConfiguration","resource-property-types"
"Add-VSEMRServerlessApplicationSchedulerConfiguration","resource-property-types"
"Add-VSEMRServerlessApplicationWorkerConfiguration","resource-property-types"
"Add-VSEMRServerlessApplicationWorkerTypeSpecificationInput","resource-property-types"
"Add-VSEMRStepHadoopJarStepConfig","resource-property-types"
"Add-VSEMRStepKeyValue","resource-property-types"
"Add-VSEntityResolutionIdMappingWorkflowIdMappingIncrementalRunConfig","resource-property-types"
"Add-VSEntityResolutionIdMappingWorkflowIdMappingRuleBasedProperties","resource-property-types"
"Add-VSEntityResolutionIdMappingWorkflowIdMappingTechniques","resource-property-types"
"Add-VSEntityResolutionIdMappingWorkflowIdMappingWorkflowInputSource","resource-property-types"
"Add-VSEntityResolutionIdMappingWorkflowIdMappingWorkflowOutputSource","resource-property-types"
"Add-VSEntityResolutionIdMappingWorkflowIntermediateSourceConfiguration","resource-property-types"
"Add-VSEntityResolutionIdMappingWorkflowProviderProperties","resource-property-types"
"Add-VSEntityResolutionIdMappingWorkflowRule","resource-property-types"
"Add-VSEntityResolutionIdNamespaceIdNamespaceIdMappingWorkflowProperties","resource-property-types"
"Add-VSEntityResolutionIdNamespaceIdNamespaceInputSource","resource-property-types"
"Add-VSEntityResolutionIdNamespaceNamespaceProviderProperties","resource-property-types"
"Add-VSEntityResolutionIdNamespaceNamespaceRuleBasedProperties","resource-property-types"
"Add-VSEntityResolutionIdNamespaceRule","resource-property-types"
"Add-VSEntityResolutionMatchingWorkflowCustomerProfilesIntegrationConfig","resource-property-types"
"Add-VSEntityResolutionMatchingWorkflowIncrementalRunConfig","resource-property-types"
"Add-VSEntityResolutionMatchingWorkflowInputSource","resource-property-types"
"Add-VSEntityResolutionMatchingWorkflowIntermediateSourceConfiguration","resource-property-types"
"Add-VSEntityResolutionMatchingWorkflowOutputAttribute","resource-property-types"
"Add-VSEntityResolutionMatchingWorkflowOutputSource","resource-property-types"
"Add-VSEntityResolutionMatchingWorkflowProviderProperties","resource-property-types"
"Add-VSEntityResolutionMatchingWorkflowResolutionTechniques","resource-property-types"
"Add-VSEntityResolutionMatchingWorkflowRule","resource-property-types"
"Add-VSEntityResolutionMatchingWorkflowRuleBasedProperties","resource-property-types"
"Add-VSEntityResolutionMatchingWorkflowRuleCondition","resource-property-types"
"Add-VSEntityResolutionMatchingWorkflowRuleConditionProperties","resource-property-types"
"Add-VSEntityResolutionSchemaMappingSchemaInputAttribute","resource-property-types"
"Add-VSEventSchemasDiscovererTagsEntry","resource-property-types"
"Add-VSEventSchemasRegistryTagsEntry","resource-property-types"
"Add-VSEventSchemasSchemaTagsEntry","resource-property-types"
"Add-VSEventsConnectionApiKeyAuthParameters","resource-property-types"
"Add-VSEventsConnectionAuthParameters","resource-property-types"
"Add-VSEventsConnectionBasicAuthParameters","resource-property-types"
"Add-VSEventsConnectionClientParameters","resource-property-types"
"Add-VSEventsConnectionConnectionHttpParameters","resource-property-types"
"Add-VSEventsConnectionConnectivityParameters","resource-property-types"
"Add-VSEventsConnectionInvocationConnectivityParameters","resource-property-types"
"Add-VSEventsConnectionOAuthParameters","resource-property-types"
"Add-VSEventsConnectionParameter","resource-property-types"
"Add-VSEventsConnectionResourceParameters","resource-property-types"
"Add-VSEventsEndpointEndpointEventBus","resource-property-types"
"Add-VSEventsEndpointFailoverConfig","resource-property-types"
"Add-VSEventsEndpointPrimary","resource-property-types"
"Add-VSEventsEndpointReplicationConfig","resource-property-types"
"Add-VSEventsEndpointRoutingConfig","resource-property-types"
"Add-VSEventsEndpointSecondary","resource-property-types"
"Add-VSEventsEventBusDeadLetterConfig","resource-property-types"
"Add-VSEventsEventBusLogConfig","resource-property-types"
"Add-VSEventsEventBusTagEntry","resource-property-types"
"Add-VSEventsRuleAppSyncParameters","resource-property-types"
"Add-VSEventsRuleAwsVpcConfiguration","resource-property-types"
"Add-VSEventsRuleBatchArrayProperties","resource-property-types"
"Add-VSEventsRuleBatchParameters","resource-property-types"
"Add-VSEventsRuleBatchRetryStrategy","resource-property-types"
"Add-VSEventsRuleCapacityProviderStrategyItem","resource-property-types"
"Add-VSEventsRuleDeadLetterConfig","resource-property-types"
"Add-VSEventsRuleEcsParameters","resource-property-types"
"Add-VSEventsRuleHttpParameters","resource-property-types"
"Add-VSEventsRuleInputTransformer","resource-property-types"
"Add-VSEventsRuleKinesisParameters","resource-property-types"
"Add-VSEventsRuleNetworkConfiguration","resource-property-types"
"Add-VSEventsRulePlacementConstraint","resource-property-types"
"Add-VSEventsRulePlacementStrategy","resource-property-types"
"Add-VSEventsRuleRedshiftDataParameters","resource-property-types"
"Add-VSEventsRuleRetryPolicy","resource-property-types"
"Add-VSEventsRuleRunCommandParameters","resource-property-types"
"Add-VSEventsRuleRunCommandTarget","resource-property-types"
"Add-VSEventsRuleSageMakerPipelineParameter","resource-property-types"
"Add-VSEventsRuleSageMakerPipelineParameters","resource-property-types"
"Add-VSEventsRuleSqsParameters","resource-property-types"
"Add-VSEventsRuleTag","resource-property-types"
"Add-VSEventsRuleTarget","resource-property-types"
"Add-VSEvidentlyExperimentMetricGoalObject","resource-property-types"
"Add-VSEvidentlyExperimentOnlineAbConfigObject","resource-property-types"
"Add-VSEvidentlyExperimentRunningStatusObject","resource-property-types"
"Add-VSEvidentlyExperimentTreatmentObject","resource-property-types"
"Add-VSEvidentlyExperimentTreatmentToWeight","resource-property-types"
"Add-VSEvidentlyFeatureEntityOverride","resource-property-types"
"Add-VSEvidentlyFeatureVariationObject","resource-property-types"
"Add-VSEvidentlyLaunchExecutionStatusObject","resource-property-types"
"Add-VSEvidentlyLaunchGroupToWeight","resource-property-types"
"Add-VSEvidentlyLaunchLaunchGroupObject","resource-property-types"
"Add-VSEvidentlyLaunchMetricDefinitionObject","resource-property-types"
"Add-VSEvidentlyLaunchSegmentOverride","resource-property-types"
"Add-VSEvidentlyLaunchStepConfig","resource-property-types"
"Add-VSEvidentlyProjectAppConfigResourceObject","resource-property-types"
"Add-VSEvidentlyProjectDataDeliveryObject","resource-property-types"
"Add-VSEvidentlyProjectS3Destination","resource-property-types"
"Add-VSEVSEnvironmentCheck","resource-property-types"
"Add-VSEVSEnvironmentConnectivityInfo","resource-property-types"
"Add-VSEVSEnvironmentHostInfoForCreate","resource-property-types"
"Add-VSEVSEnvironmentInitialVlanInfo","resource-property-types"
"Add-VSEVSEnvironmentInitialVlans","resource-property-types"
"Add-VSEVSEnvironmentLicenseInfo","resource-property-types"
"Add-VSEVSEnvironmentSecret","resource-property-types"
"Add-VSEVSEnvironmentServiceAccessSecurityGroups","resource-property-types"
"Add-VSEVSEnvironmentVcfHostnames","resource-property-types"
"Add-VSFinSpaceEnvironmentAttributeMapItems","resource-property-types"
"Add-VSFinSpaceEnvironmentFederationParameters","resource-property-types"
"Add-VSFinSpaceEnvironmentSuperuserParameters","resource-property-types"
"Add-VSFISExperimentTemplateCloudWatchDashboard","resource-property-types"
"Add-VSFISExperimentTemplateCloudWatchLogsConfiguration","resource-property-types"
"Add-VSFISExperimentTemplateDataSources","resource-property-types"
"Add-VSFISExperimentTemplateExperimentReportS3Configuration","resource-property-types"
"Add-VSFISExperimentTemplateExperimentTemplateAction","resource-property-types"
"Add-VSFISExperimentTemplateExperimentTemplateExperimentOptions","resource-property-types"
"Add-VSFISExperimentTemplateExperimentTemplateExperimentReportConfiguration","resource-property-types"
"Add-VSFISExperimentTemplateExperimentTemplateLogConfiguration","resource-property-types"
"Add-VSFISExperimentTemplateExperimentTemplateStopCondition","resource-property-types"
"Add-VSFISExperimentTemplateExperimentTemplateTarget","resource-property-types"
"Add-VSFISExperimentTemplateExperimentTemplateTargetFilter","resource-property-types"
"Add-VSFISExperimentTemplateOutputs","resource-property-types"
"Add-VSFISExperimentTemplateS3Configuration","resource-property-types"
"Add-VSFMSPolicyIcmpTypeCode","resource-property-types"
"Add-VSFMSPolicyIEMap","resource-property-types"
"Add-VSFMSPolicyNetworkAclCommonPolicy","resource-property-types"
"Add-VSFMSPolicyNetworkAclEntry","resource-property-types"
"Add-VSFMSPolicyNetworkAclEntrySet","resource-property-types"
"Add-VSFMSPolicyNetworkFirewallPolicy","resource-property-types"
"Add-VSFMSPolicyPolicyOption","resource-property-types"
"Add-VSFMSPolicyPolicyTag","resource-property-types"
"Add-VSFMSPolicyPortRange","resource-property-types"
"Add-VSFMSPolicyResourceTag","resource-property-types"
"Add-VSFMSPolicySecurityServicePolicyData","resource-property-types"
"Add-VSFMSPolicyThirdPartyFirewallPolicy","resource-property-types"
"Add-VSForecastDatasetAttributesItems","resource-property-types"
"Add-VSForecastDatasetEncryptionConfig","resource-property-types"
"Add-VSForecastDatasetSchema","resource-property-types"
"Add-VSForecastDatasetTagsItems","resource-property-types"
"Add-VSFraudDetectorDetectorEntityType","resource-property-types"
"Add-VSFraudDetectorDetectorEventType","resource-property-types"
"Add-VSFraudDetectorDetectorEventVariable","resource-property-types"
"Add-VSFraudDetectorDetectorLabel","resource-property-types"
"Add-VSFraudDetectorDetectorModel","resource-property-types"
"Add-VSFraudDetectorDetectorOutcome","resource-property-types"
"Add-VSFraudDetectorDetectorRule","resource-property-types"
"Add-VSFraudDetectorEventTypeEntityType","resource-property-types"
"Add-VSFraudDetectorEventTypeEventVariable","resource-property-types"
"Add-VSFraudDetectorEventTypeLabel","resource-property-types"
"Add-VSFSxDataRepositoryAssociationAutoExportPolicy","resource-property-types"
"Add-VSFSxDataRepositoryAssociationAutoImportPolicy","resource-property-types"
"Add-VSFSxDataRepositoryAssociationS3","resource-property-types"
"Add-VSFSxFileSystemAuditLogConfiguration","resource-property-types"
"Add-VSFSxFileSystemClientConfigurations","resource-property-types"
"Add-VSFSxFileSystemDataReadCacheConfiguration","resource-property-types"
"Add-VSFSxFileSystemDiskIopsConfiguration","resource-property-types"
"Add-VSFSxFileSystemLustreConfiguration","resource-property-types"
"Add-VSFSxFileSystemMetadataConfiguration","resource-property-types"
"Add-VSFSxFileSystemNfsExports","resource-property-types"
"Add-VSFSxFileSystemOntapConfiguration","resource-property-types"
"Add-VSFSxFileSystemOpenZFSConfiguration","resource-property-types"
"Add-VSFSxFileSystemReadCacheConfiguration","resource-property-types"
"Add-VSFSxFileSystemRootVolumeConfiguration","resource-property-types"
"Add-VSFSxFileSystemSelfManagedActiveDirectoryConfiguration","resource-property-types"
"Add-VSFSxFileSystemUserAndGroupQuotas","resource-property-types"
"Add-VSFSxFileSystemWindowsConfiguration","resource-property-types"
"Add-VSFSxS3AccessPointAttachmentFileSystemGID","resource-property-types"
"Add-VSFSxS3AccessPointAttachmentOntapFileSystemIdentity","resource-property-types"
"Add-VSFSxS3AccessPointAttachmentOntapUnixFileSystemUser","resource-property-types"
"Add-VSFSxS3AccessPointAttachmentOntapWindowsFileSystemUser","resource-property-types"
"Add-VSFSxS3AccessPointAttachmentOpenZFSFileSystemIdentity","resource-property-types"
"Add-VSFSxS3AccessPointAttachmentOpenZFSPosixFileSystemUser","resource-property-types"
"Add-VSFSxS3AccessPointAttachmentS3AccessPoint","resource-property-types"
"Add-VSFSxS3AccessPointAttachmentS3AccessPointOntapConfiguration","resource-property-types"
"Add-VSFSxS3AccessPointAttachmentS3AccessPointOpenZFSConfiguration","resource-property-types"
"Add-VSFSxS3AccessPointAttachmentS3AccessPointVpcConfiguration","resource-property-types"
"Add-VSFSxStorageVirtualMachineActiveDirectoryConfiguration","resource-property-types"
"Add-VSFSxStorageVirtualMachineSelfManagedActiveDirectoryConfiguration","resource-property-types"
"Add-VSFSxVolumeAggregateConfiguration","resource-property-types"
"Add-VSFSxVolumeAutocommitPeriod","resource-property-types"
"Add-VSFSxVolumeClientConfigurations","resource-property-types"
"Add-VSFSxVolumeNfsExports","resource-property-types"
"Add-VSFSxVolumeOntapConfiguration","resource-property-types"
"Add-VSFSxVolumeOpenZFSConfiguration","resource-property-types"
"Add-VSFSxVolumeOriginSnapshot","resource-property-types"
"Add-VSFSxVolumeRetentionPeriod","resource-property-types"
"Add-VSFSxVolumeSnaplockConfiguration","resource-property-types"
"Add-VSFSxVolumeSnaplockRetentionPeriod","resource-property-types"
"Add-VSFSxVolumeTieringPolicy","resource-property-types"
"Add-VSFSxVolumeUserAndGroupQuotas","resource-property-types"
"Add-VSGameLiftAliasRoutingStrategy","resource-property-types"
"Add-VSGameLiftBuildS3Location","resource-property-types"
"Add-VSGameLiftBuildStorageLocation","resource-property-types"
"Add-VSGameLiftContainerFleetConnectionPortRange","resource-property-types"
"Add-VSGameLiftContainerFleetDeploymentConfiguration","resource-property-types"
"Add-VSGameLiftContainerFleetDeploymentDetails","resource-property-types"
"Add-VSGameLiftContainerFleetGameSessionCreationLimitPolicy","resource-property-types"
"Add-VSGameLiftContainerFleetIpPermission","resource-property-types"
"Add-VSGameLiftContainerFleetLocationCapacity","resource-property-types"
"Add-VSGameLiftContainerFleetLocationConfiguration","resource-property-types"
"Add-VSGameLiftContainerFleetLogConfiguration","resource-property-types"
"Add-VSGameLiftContainerFleetScalingPolicy","resource-property-types"
"Add-VSGameLiftContainerFleetTargetConfiguration","resource-property-types"
"Add-VSGameLiftContainerGroupDefinitionContainerDependency","resource-property-types"
"Add-VSGameLiftContainerGroupDefinitionContainerEnvironment","resource-property-types"
"Add-VSGameLiftContainerGroupDefinitionContainerHealthCheck","resource-property-types"
"Add-VSGameLiftContainerGroupDefinitionContainerMountPoint","resource-property-types"
"Add-VSGameLiftContainerGroupDefinitionContainerPortRange","resource-property-types"
"Add-VSGameLiftContainerGroupDefinitionGameServerContainerDefinition","resource-property-types"
"Add-VSGameLiftContainerGroupDefinitionPortConfiguration","resource-property-types"
"Add-VSGameLiftContainerGroupDefinitionSupportContainerDefinition","resource-property-types"
"Add-VSGameLiftFleetAnywhereConfiguration","resource-property-types"
"Add-VSGameLiftFleetCertificateConfiguration","resource-property-types"
"Add-VSGameLiftFleetIpPermission","resource-property-types"
"Add-VSGameLiftFleetLocationCapacity","resource-property-types"
"Add-VSGameLiftFleetLocationConfiguration","resource-property-types"
"Add-VSGameLiftFleetResourceCreationLimitPolicy","resource-property-types"
"Add-VSGameLiftFleetRuntimeConfiguration","resource-property-types"
"Add-VSGameLiftFleetScalingPolicy","resource-property-types"
"Add-VSGameLiftFleetServerProcess","resource-property-types"
"Add-VSGameLiftFleetTargetConfiguration","resource-property-types"
"Add-VSGameLiftGameServerGroupAutoScalingPolicy","resource-property-types"
"Add-VSGameLiftGameServerGroupInstanceDefinition","resource-property-types"
"Add-VSGameLiftGameServerGroupLaunchTemplate","resource-property-types"
"Add-VSGameLiftGameServerGroupTargetTrackingConfiguration","resource-property-types"
"Add-VSGameLiftGameSessionQueueFilterConfiguration","resource-property-types"
"Add-VSGameLiftGameSessionQueueGameSessionQueueDestination","resource-property-types"
"Add-VSGameLiftGameSessionQueuePlayerLatencyPolicy","resource-property-types"
"Add-VSGameLiftGameSessionQueuePriorityConfiguration","resource-property-types"
"Add-VSGameLiftMatchmakingConfigurationGameProperty","resource-property-types"
"Add-VSGameLiftScriptS3Location","resource-property-types"
"Add-VSGameLiftStreamsApplicationRuntimeEnvironment","resource-property-types"
"Add-VSGameLiftStreamsStreamGroupDefaultApplication","resource-property-types"
"Add-VSGameLiftStreamsStreamGroupLocationConfiguration","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionAuthorizationConfig","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionContainerProperties","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionDevice","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEcsProperties","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEcsTaskProperties","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEfsVolumeConfiguration","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEksContainer","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEksContainerEnvironmentVariable","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEksContainerResourceRequirements","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEksContainerSecurityContext","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEksContainerVolumeMount","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEksEmptyDir","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEksHostPath","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEksProperties","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEksSecret","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEksVolume","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEnvironment","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEphemeralStorage","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionEvaluateOnExit","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionFargatePlatformConfiguration","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionImagePullSecret","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionLinuxParameters","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionLogConfiguration","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionMetadata","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionMountPoints","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionNetworkConfiguration","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionNodeProperties","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionNodeRangeProperty","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionPodProperties","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionRepositoryCredentials","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionResourceRequirement","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionRetryStrategy","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionRuntimePlatform","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionSecret","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionTaskContainerDependency","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionTaskContainerProperties","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionTimeout","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionTmpfs","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionUlimit","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionVolumes","resource-property-types"
"Add-VSGammaDilithiumJobDefinitionVolumesHost","resource-property-types"
"Add-VSGlobalAcceleratorCrossAccountAttachmentResource","resource-property-types"
"Add-VSGlobalAcceleratorEndpointGroupEndpointConfiguration","resource-property-types"
"Add-VSGlobalAcceleratorEndpointGroupPortOverride","resource-property-types"
"Add-VSGlobalAcceleratorListenerPortRange","resource-property-types"
"Add-VSGlueClassifierCsvClassifier","resource-property-types"
"Add-VSGlueClassifierGrokClassifier","resource-property-types"
"Add-VSGlueClassifierJsonClassifier","resource-property-types"
"Add-VSGlueClassifierXMLClassifier","resource-property-types"
"Add-VSGlueConnectionAuthenticationConfigurationInput","resource-property-types"
"Add-VSGlueConnectionAuthorizationCodeProperties","resource-property-types"
"Add-VSGlueConnectionBasicAuthenticationCredentials","resource-property-types"
"Add-VSGlueConnectionConnectionInput","resource-property-types"
"Add-VSGlueConnectionOAuth2ClientApplication","resource-property-types"
"Add-VSGlueConnectionOAuth2Credentials","resource-property-types"
"Add-VSGlueConnectionOAuth2PropertiesInput","resource-property-types"
"Add-VSGlueConnectionPhysicalConnectionRequirements","resource-property-types"
"Add-VSGlueCrawlerCatalogTarget","resource-property-types"
"Add-VSGlueCrawlerDeltaTarget","resource-property-types"
"Add-VSGlueCrawlerDynamoDBTarget","resource-property-types"
"Add-VSGlueCrawlerHudiTarget","resource-property-types"
"Add-VSGlueCrawlerIcebergTarget","resource-property-types"
"Add-VSGlueCrawlerJdbcTarget","resource-property-types"
"Add-VSGlueCrawlerLakeFormationConfiguration","resource-property-types"
"Add-VSGlueCrawlerMongoDBTarget","resource-property-types"
"Add-VSGlueCrawlerRecrawlPolicy","resource-property-types"
"Add-VSGlueCrawlerS3Target","resource-property-types"
"Add-VSGlueCrawlerSchedule","resource-property-types"
"Add-VSGlueCrawlerSchemaChangePolicy","resource-property-types"
"Add-VSGlueCrawlerTargets","resource-property-types"
"Add-VSGlueDatabaseDatabaseIdentifier","resource-property-types"
"Add-VSGlueDatabaseDatabaseInput","resource-property-types"
"Add-VSGlueDatabaseDataLakePrincipal","resource-property-types"
"Add-VSGlueDatabaseFederatedDatabase","resource-property-types"
"Add-VSGlueDatabasePrincipalPrivileges","resource-property-types"
"Add-VSGlueDataCatalogEncryptionSettingsConnectionPasswordEncryption","resource-property-types"
"Add-VSGlueDataCatalogEncryptionSettingsDataCatalogEncryptionSettings","resource-property-types"
"Add-VSGlueDataCatalogEncryptionSettingsEncryptionAtRest","resource-property-types"
"Add-VSGlueDataQualityRulesetDataQualityTargetTable","resource-property-types"
"Add-VSGlueIntegrationIntegrationConfig","resource-property-types"
"Add-VSGlueIntegrationResourcePropertySourceProcessingProperties","resource-property-types"
"Add-VSGlueIntegrationResourcePropertyTargetProcessingProperties","resource-property-types"
"Add-VSGlueJobConnectionsList","resource-property-types"
"Add-VSGlueJobExecutionProperty","resource-property-types"
"Add-VSGlueJobJobCommand","resource-property-types"
"Add-VSGlueJobNotificationProperty","resource-property-types"
"Add-VSGlueMLTransformFindMatchesParameters","resource-property-types"
"Add-VSGlueMLTransformGlueTables","resource-property-types"
"Add-VSGlueMLTransformInputRecordTables","resource-property-types"
"Add-VSGlueMLTransformMLUserDataEncryption","resource-property-types"
"Add-VSGlueMLTransformTransformEncryption","resource-property-types"
"Add-VSGlueMLTransformTransformParameters","resource-property-types"
"Add-VSGluePartitionColumn","resource-property-types"
"Add-VSGluePartitionOrder","resource-property-types"
"Add-VSGluePartitionPartitionInput","resource-property-types"
"Add-VSGluePartitionSchemaId","resource-property-types"
"Add-VSGluePartitionSchemaReference","resource-property-types"
"Add-VSGluePartitionSerdeInfo","resource-property-types"
"Add-VSGluePartitionSkewedInfo","resource-property-types"
"Add-VSGluePartitionStorageDescriptor","resource-property-types"
"Add-VSGlueSchemaRegistry","resource-property-types"
"Add-VSGlueSchemaSchemaVersion","resource-property-types"
"Add-VSGlueSchemaVersionSchema","resource-property-types"
"Add-VSGlueSecurityConfigurationCloudWatchEncryption","resource-property-types"
"Add-VSGlueSecurityConfigurationEncryptionConfiguration","resource-property-types"
"Add-VSGlueSecurityConfigurationJobBookmarksEncryption","resource-property-types"
"Add-VSGlueSecurityConfigurationS3Encryption","resource-property-types"
"Add-VSGlueSecurityConfigurationS3Encryptions","resource-property-types"
"Add-VSGlueTableColumn","resource-property-types"
"Add-VSGlueTableIcebergInput","resource-property-types"
"Add-VSGlueTableMetadataOperation","resource-property-types"
"Add-VSGlueTableOpenTableFormatInput","resource-property-types"
"Add-VSGlueTableOptimizerIcebergConfiguration","resource-property-types"
"Add-VSGlueTableOptimizerIcebergRetentionConfiguration","resource-property-types"
"Add-VSGlueTableOptimizerOrphanFileDeletionConfiguration","resource-property-types"
"Add-VSGlueTableOptimizerRetentionConfiguration","resource-property-types"
"Add-VSGlueTableOptimizerTableOptimizerConfiguration","resource-property-types"
"Add-VSGlueTableOptimizerVpcConfiguration","resource-property-types"
"Add-VSGlueTableOrder","resource-property-types"
"Add-VSGlueTableSchemaId","resource-property-types"
"Add-VSGlueTableSchemaReference","resource-property-types"
"Add-VSGlueTableSerdeInfo","resource-property-types"
"Add-VSGlueTableSkewedInfo","resource-property-types"
"Add-VSGlueTableStorageDescriptor","resource-property-types"
"Add-VSGlueTableTableIdentifier","resource-property-types"
"Add-VSGlueTableTableInput","resource-property-types"
"Add-VSGlueTriggerAction","resource-property-types"
"Add-VSGlueTriggerCondition","resource-property-types"
"Add-VSGlueTriggerEventBatchingCondition","resource-property-types"
"Add-VSGlueTriggerNotificationProperty","resource-property-types"
"Add-VSGlueTriggerPredicate","resource-property-types"
"Add-VSGlueUsageProfileConfigurationObject","resource-property-types"
"Add-VSGlueUsageProfileProfileConfiguration","resource-property-types"
"Add-VSGrafanaWorkspaceAssertionAttributes","resource-property-types"
"Add-VSGrafanaWorkspaceIdpMetadata","resource-property-types"
"Add-VSGrafanaWorkspaceNetworkAccessControl","resource-property-types"
"Add-VSGrafanaWorkspaceRoleValues","resource-property-types"
"Add-VSGrafanaWorkspaceSamlConfiguration","resource-property-types"
"Add-VSGrafanaWorkspaceVpcConfiguration","resource-property-types"
"Add-VSGreengrassConnectorDefinitionConnector","resource-property-types"
"Add-VSGreengrassConnectorDefinitionConnectorDefinitionVersion","resource-property-types"
"Add-VSGreengrassConnectorDefinitionVersionConnector","resource-property-types"
"Add-VSGreengrassCoreDefinitionCore","resource-property-types"
"Add-VSGreengrassCoreDefinitionCoreDefinitionVersion","resource-property-types"
"Add-VSGreengrassCoreDefinitionVersionCore","resource-property-types"
"Add-VSGreengrassDeviceDefinitionDevice","resource-property-types"
"Add-VSGreengrassDeviceDefinitionDeviceDefinitionVersion","resource-property-types"
"Add-VSGreengrassDeviceDefinitionVersionDevice","resource-property-types"
"Add-VSGreengrassFunctionDefinitionDefaultConfig","resource-property-types"
"Add-VSGreengrassFunctionDefinitionEnvironment","resource-property-types"
"Add-VSGreengrassFunctionDefinitionExecution","resource-property-types"
"Add-VSGreengrassFunctionDefinitionFunction","resource-property-types"
"Add-VSGreengrassFunctionDefinitionFunctionConfiguration","resource-property-types"
"Add-VSGreengrassFunctionDefinitionFunctionDefinitionVersion","resource-property-types"
"Add-VSGreengrassFunctionDefinitionResourceAccessPolicy","resource-property-types"
"Add-VSGreengrassFunctionDefinitionRunAs","resource-property-types"
"Add-VSGreengrassFunctionDefinitionVersionDefaultConfig","resource-property-types"
"Add-VSGreengrassFunctionDefinitionVersionEnvironment","resource-property-types"
